City,Date,AQI,PM2.5,PM10,NO2,SO2,CO
Bengaluru,2021-04-01,110,203,158,97,10,1
Bengaluru,2021-04-02,138,94,104,30,10,3
Bengaluru,2021-04-03,133,296,93,79,15,4
Bengaluru,2021-04-04,144,106,384,90,17,0
Bengaluru,2021-04-05,108,145,96,84,30,3
Bengaluru,2021-04-06,122,222,104,50,6,2
Bengaluru,2021-04-07,139,61,251,30,49,4
Bengaluru,2021-04-08,93,59,158,30,10,4
Bengaluru,2021-04-09,142,123,324,36,22,2
Bengaluru,2021-04-10,93,89,335,54,23,3
Bengaluru,2021-04-11,112,250,299,55,15,4
Bengaluru,2021-04-12,98,247,114,61,37,2
Bengaluru,2021-04-13,130,71,201,24,21,4
Bengaluru,2021-04-14,116,237,357,77,48,1
Bengaluru,2021-04-15,109,163,364,40,10,0
Bengaluru,2021-04-16,90,238,248,35,28,2
Bengaluru,2021-04-17,144,215,154,77,35,0
Bengaluru,2021-04-18,127,191,180,32,8,2
Bengaluru,2021-04-19,99,134,256,43,37,3
Bengaluru,2021-04-20,93,279,356,58,35,4
Bengaluru,2021-04-21,126,186,215,51,16,3
Bengaluru,2021-04-22,91,167,238,42,29,4
Bengaluru,2021-04-23,124,299,247,55,22,1
Bengaluru,2021-04-24,93,251,125,95,21,0
Bengaluru,2021-04-25,108,166,177,25,21,0
Bengaluru,2021-04-26,118,107,156,96,18,3
Bengaluru,2021-04-27,101,156,314,47,41,3
Bengaluru,2021-04-28,103,189,242,38,16,1
Bengaluru,2021-04-29,105,86,189,58,11,4
Bengaluru,2021-04-30,147,82,225,54,21,4
Bengaluru,2021-05-01,107,146,111,41,18,3
Bengaluru,2021-05-02,129,209,109,40,16,1
Bengaluru,2021-05-03,128,248,228,81,22,0
Bengaluru,2021-05-04,106,66,156,85,18,2
Bengaluru,2021-05-05,108,221,190,29,42,0
Bengaluru,2021-05-06,112,53,233,66,24,1
Bengaluru,2021-05-07,118,92,391,87,42,2
Bengaluru,2021-05-08,139,58,387,21,5,0
Bengaluru,2021-05-09,126,65,372,38,8,2
Bengaluru,2021-05-10,127,204,395,45,24,0
Bengaluru,2021-05-11,129,210,122,22,30,1
Bengaluru,2021-05-12,92,293,225,88,10,2
Bengaluru,2021-05-13,101,269,346,32,37,0
Bengaluru,2021-05-14,145,191,135,27,25,4
Bengaluru,2021-05-15,112,52,95,26,37,0
Bengaluru,2021-05-16,95,157,227,95,40,1
Bengaluru,2021-05-17,112,63,128,28,9,1
Bengaluru,2021-05-18,98,291,253,56,15,0
Bengaluru,2021-05-19,132,58,110,41,19,3
Bengaluru,2021-05-20,100,95,297,91,43,2
Bengaluru,2021-05-21,142,55,213,70,46,0
Bengaluru,2021-05-22,124,144,361,36,28,4
Bengaluru,2021-05-23,125,234,318,21,7,3
Bengaluru,2021-05-24,91,251,339,66,16,2
Bengaluru,2021-05-25,94,206,136,73,38,0
Bengaluru,2021-05-26,104,273,381,49,19,1
Bengaluru,2021-05-27,120,189,208,27,6,1
Bengaluru,2021-05-28,94,119,132,86,34,2
Bengaluru,2021-05-29,122,274,275,26,34,3
Bengaluru,2021-05-30,125,205,254,66,8,0
Bengaluru,2021-05-31,110,198,143,52,9,4
Bengaluru,2021-06-01,94,249,179,79,16,4
Bengaluru,2021-06-02,75,220,249,89,8,3
Bengaluru,2021-06-03,72,257,254,68,15,4
Bengaluru,2021-06-04,121,246,197,88,9,4
Bengaluru,2021-06-05,115,226,368,37,33,3
Bengaluru,2021-06-06,108,172,229,26,24,4
Bengaluru,2021-06-07,84,290,82,58,34,0
Bengaluru,2021-06-08,97,229,380,40,6,3
Bengaluru,2021-06-09,94,143,275,36,30,2
Bengaluru,2021-06-10,83,208,383,21,46,4
Bengaluru,2021-06-11,127,255,281,89,23,1
Bengaluru,2021-06-12,86,124,150,80,6,1
Bengaluru,2021-06-13,87,241,135,72,49,2
Bengaluru,2021-06-14,100,286,123,97,20,0
Bengaluru,2021-06-15,121,242,138,59,16,3
Bengaluru,2021-06-16,84,209,342,93,24,0
Bengaluru,2021-06-17,106,116,310,56,21,3
Bengaluru,2021-06-18,128,297,343,27,15,3
Bengaluru,2021-06-19,118,52,176,91,40,1
Bengaluru,2021-06-20,91,130,169,55,44,3
Bengaluru,2021-06-21,105,295,185,20,24,2
Bengaluru,2021-06-22,114,286,268,26,40,4
Bengaluru,2021-06-23,91,145,363,41,26,0
Bengaluru,2021-06-24,118,243,288,97,31,2
Bengaluru,2021-06-25,89,129,342,82,25,1
Bengaluru,2021-06-26,106,213,246,72,36,1
Bengaluru,2021-06-27,122,119,137,60,30,4
Bengaluru,2021-06-28,104,149,342,82,41,1
Bengaluru,2021-06-29,112,231,268,62,18,3
Bengaluru,2021-06-30,92,270,331,26,22,1
Bengaluru,2021-07-01,91,298,366,55,46,4
Bengaluru,2021-07-02,104,158,114,83,48,3
Bengaluru,2021-07-03,87,155,284,76,32,1
Bengaluru,2021-07-04,113,203,155,98,49,3
Bengaluru,2021-07-05,92,114,89,38,49,0
Bengaluru,2021-07-06,120,150,104,34,37,3
Bengaluru,2021-07-07,107,181,281,85,36,2
Bengaluru,2021-07-08,116,283,180,20,39,0
Bengaluru,2021-07-09,105,126,388,88,33,2
Bengaluru,2021-07-10,109,285,99,95,43,4
Bengaluru,2021-07-11,109,242,274,37,49,0
Bengaluru,2021-07-12,119,201,176,69,16,3
Bengaluru,2021-07-13,96,193,346,67,41,1
Bengaluru,2021-07-14,103,123,234,83,19,1
Bengaluru,2021-07-15,111,294,161,44,17,3
Bengaluru,2021-07-16,105,277,110,38,28,2
Bengaluru,2021-07-17,93,281,297,53,27,0
Bengaluru,2021-07-18,76,95,209,40,23,3
Bengaluru,2021-07-19,97,271,280,79,19,4
Bengaluru,2021-07-20,129,293,300,75,30,2
Bengaluru,2021-07-21,103,209,193,76,23,2
Bengaluru,2021-07-22,129,89,168,62,40,0
Bengaluru,2021-07-23,122,166,142,77,8,4
Bengaluru,2021-07-24,113,217,279,41,17,4
Bengaluru,2021-07-25,86,162,338,95,29,2
Bengaluru,2021-07-26,72,294,381,97,15,0
Bengaluru,2021-07-27,97,130,270,94,37,2
Bengaluru,2021-07-28,128,69,334,51,18,1
Bengaluru,2021-07-29,88,66,288,71,47,3
Bengaluru,2021-07-30,118,148,119,37,40,2
Bengaluru,2021-07-31,91,297,284,46,34,2
Bengaluru,2021-08-01,111,142,342,99,6,3
Bengaluru,2021-08-02,103,161,158,20,43,1
Bengaluru,2021-08-03,71,155,98,74,49,1
Bengaluru,2021-08-04,100,229,324,43,5,1
Bengaluru,2021-08-05,120,69,394,80,43,4
Bengaluru,2021-08-06,103,196,324,57,18,3
Bengaluru,2021-08-07,70,182,218,85,32,4
Bengaluru,2021-08-08,95,160,255,62,13,2
Bengaluru,2021-08-09,80,226,399,35,45,4
Bengaluru,2021-08-10,106,123,265,73,44,4
Bengaluru,2021-08-11,82,130,129,54,34,1
Bengaluru,2021-08-12,111,118,215,30,17,4
Bengaluru,2021-08-13,74,280,120,23,42,4
Bengaluru,2021-08-14,106,151,141,83,28,3
Bengaluru,2021-08-15,118,260,146,31,18,1
Bengaluru,2021-08-16,105,271,271,21,7,3
Bengaluru,2021-08-17,89,205,189,76,13,1
Bengaluru,2021-08-18,71,142,350,96,34,2
Bengaluru,2021-08-19,94,240,173,22,31,3
Bengaluru,2021-08-20,120,271,191,82,22,0
Bengaluru,2021-08-21,102,240,199,45,38,4
Bengaluru,2021-08-22,111,137,245,81,33,1
Bengaluru,2021-08-23,105,57,348,88,27,4
Bengaluru,2021-08-24,94,93,236,90,43,4
Bengaluru,2021-08-25,116,217,210,42,43,4
Bengaluru,2021-08-26,106,86,170,55,32,1
Bengaluru,2021-08-27,73,72,335,96,26,4
Bengaluru,2021-08-28,105,122,89,81,34,3
Bengaluru,2021-08-29,118,265,181,35,29,1
Bengaluru,2021-08-30,70,214,322,26,5,2
Bengaluru,2021-08-31,91,132,203,90,10,2
Bengaluru,2021-09-01,104,222,303,43,13,2
Bengaluru,2021-09-02,97,111,392,69,32,2
Bengaluru,2021-09-03,120,118,169,63,38,4
Bengaluru,2021-09-04,141,107,371,22,42,0
Bengaluru,2021-09-05,125,168,214,98,47,1
Bengaluru,2021-09-06,140,161,265,75,30,1
Bengaluru,2021-09-07,136,118,90,50,11,3
Bengaluru,2021-09-08,146,211,357,85,35,2
Bengaluru,2021-09-09,101,282,175,52,22,1
Bengaluru,2021-09-10,124,248,370,41,6,0
Bengaluru,2021-09-11,96,254,377,70,14,3
Bengaluru,2021-09-12,105,91,242,43,49,0
Bengaluru,2021-09-13,141,109,399,56,25,1
Bengaluru,2021-09-14,136,226,112,21,32,1
Bengaluru,2021-09-15,113,130,386,48,37,2
Bengaluru,2021-09-16,142,69,170,87,20,1
Bengaluru,2021-09-17,124,146,345,88,42,0
Bengaluru,2021-09-18,124,85,358,45,44,0
Bengaluru,2021-09-19,105,270,204,76,16,0
Bengaluru,2021-09-20,114,95,135,29,26,3
Bengaluru,2021-09-21,147,56,382,70,49,4
Bengaluru,2021-09-22,128,169,393,97,49,2
Bengaluru,2021-09-23,109,56,244,38,42,3
Bengaluru,2021-09-24,132,56,224,53,9,2
Bengaluru,2021-09-25,90,94,269,33,48,2
Bengaluru,2021-09-26,91,216,146,79,44,1
Bengaluru,2021-09-27,99,171,257,24,28,2
Bengaluru,2021-09-28,101,152,265,28,10,1
Bengaluru,2021-09-29,95,118,120,24,8,4
Bengaluru,2021-09-30,108,71,368,96,7,0
Bengaluru,2021-10-01,120,288,387,58,18,4
Bengaluru,2021-10-02,118,264,196,64,32,3
Bengaluru,2021-10-03,119,292,370,89,13,4
Bengaluru,2021-10-04,94,265,388,26,42,4
Bengaluru,2021-10-05,116,201,188,82,43,3
Bengaluru,2021-10-06,137,82,274,65,40,2
Bengaluru,2021-10-07,99,186,308,78,38,0
Bengaluru,2021-10-08,107,202,198,25,28,0
Bengaluru,2021-10-09,100,174,123,64,37,0
Bengaluru,2021-10-10,144,248,238,81,42,0
Bengaluru,2021-10-11,136,168,193,59,40,0
Bengaluru,2021-10-12,149,280,354,68,30,1
Bengaluru,2021-10-13,130,251,215,55,23,4
Bengaluru,2021-10-14,126,50,143,77,31,0
Bengaluru,2021-10-15,134,132,260,35,19,4
Bengaluru,2021-10-16,94,115,272,58,27,2
Bengaluru,2021-10-17,90,194,297,94,37,2
Bengaluru,2021-10-18,97,189,353,60,41,4
Bengaluru,2021-10-19,94,189,130,77,33,0
Bengaluru,2021-10-20,91,278,368,52,9,0
Bengaluru,2021-10-21,112,257,359,89,25,3
Bengaluru,2021-10-22,131,81,106,38,23,1
Bengaluru,2021-10-23,121,225,143,43,29,0
Bengaluru,2021-10-24,147,216,100,39,29,0
Bengaluru,2021-10-25,135,226,361,73,47,4
Bengaluru,2021-10-26,98,239,380,36,15,4
Bengaluru,2021-10-27,128,197,333,59,25,1
Bengaluru,2021-10-28,131,193,130,54,46,2
Bengaluru,2021-10-29,99,194,253,92,48,1
Bengaluru,2021-10-30,103,265,392,81,11,1
Bengaluru,2021-10-31,135,297,338,49,39,4
Bengaluru,2021-11-01,146,239,181,37,6,3
Bengaluru,2021-11-02,161,273,267,29,33,4
Bengaluru,2021-11-03,150,286,320,27,40,1
Bengaluru,2021-11-04,183,70,250,34,13,2
Bengaluru,2021-11-05,193,162,125,67,6,4
Bengaluru,2021-11-06,167,87,101,27,38,0
Bengaluru,2021-11-07,142,266,371,59,6,2
Bengaluru,2021-11-08,164,68,126,75,32,2
Bengaluru,2021-11-09,170,225,318,88,9,0
Bengaluru,2021-11-10,145,218,306,48,41,3
Bengaluru,2021-11-11,151,277,157,28,19,4
Bengaluru,2021-11-12,173,293,172,35,36,0
Bengaluru,2021-11-13,144,67,305,55,27,2
Bengaluru,2021-11-14,196,295,375,34,45,4
Bengaluru,2021-11-15,199,107,98,33,44,1
Bengaluru,2021-11-16,193,255,378,76,44,0
Bengaluru,2021-11-17,146,271,165,83,8,1
Bengaluru,2021-11-18,179,66,101,21,12,2
Bengaluru,2021-11-19,153,167,260,73,12,2
Bengaluru,2021-11-20,180,245,274,72,27,4
Bengaluru,2021-11-21,184,271,106,68,42,4
Bengaluru,2021-11-22,148,279,91,46,12,2
Bengaluru,2021-11-23,192,204,208,47,29,0
Bengaluru,2021-11-24,183,130,101,25,40,3
Bengaluru,2021-11-25,175,74,121,75,44,3
Bengaluru,2021-11-26,156,206,227,94,48,2
Bengaluru,2021-11-27,171,74,155,87,49,2
Bengaluru,2021-11-28,149,218,328,47,28,4
Bengaluru,2021-11-29,180,79,188,25,43,3
Bengaluru,2021-11-30,162,219,214,24,8,4
Bengaluru,2021-12-01,179,204,124,40,32,3
Bengaluru,2021-12-02,145,241,185,26,12,2
Bengaluru,2021-12-03,173,101,114,94,9,4
Bengaluru,2021-12-04,160,208,111,97,22,1
Bengaluru,2021-12-05,193,75,103,62,43,2
Bengaluru,2021-12-06,173,162,242,85,30,1
Bengaluru,2021-12-07,141,236,108,24,18,0
Bengaluru,2021-12-08,199,164,119,60,14,3
Bengaluru,2021-12-09,185,194,186,49,18,3
Bengaluru,2021-12-10,169,97,198,98,30,1
Bengaluru,2021-12-11,198,88,311,38,41,1
Bengaluru,2021-12-12,179,166,371,64,13,2
Bengaluru,2021-12-13,166,51,96,22,5,4
Bengaluru,2021-12-14,185,189,361,41,30,0
Bengaluru,2021-12-15,140,265,130,97,32,1
Bengaluru,2021-12-16,143,257,221,65,17,3
Bengaluru,2021-12-17,177,50,106,98,48,1
Bengaluru,2021-12-18,181,151,208,20,21,0
Bengaluru,2021-12-19,186,156,309,51,11,1
Bengaluru,2021-12-20,190,227,291,91,27,2
Bengaluru,2021-12-21,172,251,296,88,26,2
Bengaluru,2021-12-22,167,280,146,87,21,1
Bengaluru,2021-12-23,178,110,139,60,41,4
Bengaluru,2021-12-24,157,67,219,44,12,4
Bengaluru,2021-12-25,144,208,256,63,23,0
Bengaluru,2021-12-26,165,261,321,44,24,3
Bengaluru,2021-12-27,162,150,173,33,18,3
Bengaluru,2021-12-28,185,258,125,94,23,3
Bengaluru,2021-12-29,182,274,257,75,21,3
Bengaluru,2021-12-30,173,183,163,77,46,3
Bengaluru,2021-12-31,176,157,136,98,38,2
Bengaluru,2022-01-01,145,196,336,70,19,0
Bengaluru,2022-01-02,178,203,97,58,33,0
Bengaluru,2022-01-03,173,241,264,93,17,1
Bengaluru,2022-01-04,188,213,150,54,38,0
Bengaluru,2022-01-05,191,154,214,56,8,0
Bengaluru,2022-01-06,177,274,117,82,41,3
Bengaluru,2022-01-07,158,267,147,60,13,3
Bengaluru,2022-01-08,186,60,197,85,24,0
Bengaluru,2022-01-09,193,274,252,48,10,2
Bengaluru,2022-01-10,168,196,279,54,24,3
Bengaluru,2022-01-11,169,187,289,67,15,3
Bengaluru,2022-01-12,151,89,310,29,10,2
Bengaluru,2022-01-13,169,115,331,71,6,0
Bengaluru,2022-01-14,180,76,249,66,29,3
Bengaluru,2022-01-15,164,225,363,95,21,4
Bengaluru,2022-01-16,149,73,317,68,27,0
Bengaluru,2022-01-17,179,232,341,75,13,0
Bengaluru,2022-01-18,166,216,241,30,47,1
Bengaluru,2022-01-19,177,241,334,75,48,3
Bengaluru,2022-01-20,140,80,273,37,34,0
Bengaluru,2022-01-21,158,206,89,43,16,3
Bengaluru,2022-01-22,155,207,383,94,47,0
Bengaluru,2022-01-23,196,132,135,85,20,4
Bengaluru,2022-01-24,148,152,350,94,10,0
Bengaluru,2022-01-25,145,234,389,69,36,3
Bengaluru,2022-01-26,165,80,226,94,28,2
Bengaluru,2022-01-27,160,87,267,97,21,0
Bengaluru,2022-01-28,158,246,346,49,22,3
Bengaluru,2022-01-29,176,69,300,27,8,0
Bengaluru,2022-01-30,181,155,171,71,27,0
Bengaluru,2022-01-31,190,102,154,95,29,1
Bengaluru,2022-02-01,131,51,394,20,12,1
Bengaluru,2022-02-02,107,213,155,66,22,2
Bengaluru,2022-02-03,130,190,147,39,5,3
Bengaluru,2022-02-04,119,124,226,68,16,4
Bengaluru,2022-02-05,129,291,141,50,5,3
Bengaluru,2022-02-06,116,209,290,49,32,1
Bengaluru,2022-02-07,109,256,379,29,7,2
Bengaluru,2022-02-08,141,175,122,66,46,4
Bengaluru,2022-02-09,131,215,367,34,14,2
Bengaluru,2022-02-10,131,193,282,69,10,0
Bengaluru,2022-02-11,141,204,109,20,13,4
Bengaluru,2022-02-12,118,213,142,61,17,3
Bengaluru,2022-02-13,102,88,124,78,17,2
Bengaluru,2022-02-14,111,130,299,51,40,1
Bengaluru,2022-02-15,138,265,168,54,25,2
Bengaluru,2022-02-16,135,175,134,51,10,0
Bengaluru,2022-02-17,99,238,350,84,49,2
Bengaluru,2022-02-18,130,275,314,40,11,0
Bengaluru,2022-02-19,136,284,99,32,37,4
Bengaluru,2022-02-20,90,127,135,77,35,1
Bengaluru,2022-02-21,112,51,113,46,41,1
Bengaluru,2022-02-22,139,94,116,82,16,1
Bengaluru,2022-02-23,129,269,203,59,15,2
Bengaluru,2022-02-24,103,98,130,66,18,4
Bengaluru,2022-02-25,145,254,310,29,13,0
Bengaluru,2022-02-26,90,241,150,42,15,1
Bengaluru,2022-02-27,96,272,179,68,23,2
Bengaluru,2022-02-28,130,128,243,27,18,0
Bengaluru,2022-03-01,102,129,341,25,24,3
Bengaluru,2022-03-02,131,113,246,91,15,4
Bengaluru,2022-03-03,136,233,390,68,17,0
Bengaluru,2022-03-04,135,203,227,51,38,1
Bengaluru,2022-03-05,122,206,291,71,16,0
Bengaluru,2022-03-06,123,100,336,70,43,2
Bengaluru,2022-03-07,132,166,103,87,47,4
Bengaluru,2022-03-08,145,155,399,72,24,2
Bengaluru,2022-03-09,135,285,273,75,47,4
Bengaluru,2022-03-10,114,104,102,51,43,2
Bengaluru,2022-03-11,92,132,81,62,32,4
Bengaluru,2022-03-12,100,136,138,79,10,1
Bengaluru,2022-03-13,103,126,171,99,31,0
Bengaluru,2022-03-14,110,138,333,34,36,3
Bengaluru,2022-03-15,126,260,159,67,34,3
Bengaluru,2022-03-16,94,82,228,29,15,0
Bengaluru,2022-03-17,135,164,181,28,20,1
Bengaluru,2022-03-18,122,113,303,45,46,2
Bengaluru,2022-03-19,106,237,373,28,36,3
Bengaluru,2022-03-20,125,120,113,56,36,2
Bengaluru,2022-03-21,147,241,317,69,7,2
Bengaluru,2022-03-22,110,223,191,82,38,0
Bengaluru,2022-03-23,129,86,161,50,49,2
Bengaluru,2022-03-24,133,212,369,22,9,0
Bengaluru,2022-03-25,146,160,185,86,11,0
Bengaluru,2022-03-26,142,112,206,67,45,1
Bengaluru,2022-03-27,143,168,295,36,19,1
Bengaluru,2022-03-28,144,113,280,35,49,3
Bengaluru,2022-03-29,106,260,395,84,34,4
Bengaluru,2022-03-30,121,56,193,31,7,3
Bengaluru,2022-03-31,139,162,342,93,25,4
Bengaluru,2022-04-01,115,237,385,57,48,3
Bengaluru,2022-04-02,102,87,123,75,21,3
Bengaluru,2022-04-03,99,260,275,71,26,0
Bengaluru,2022-04-04,95,65,287,25,37,1
Bengaluru,2022-04-05,102,114,98,95,12,0
Bengaluru,2022-04-06,108,74,266,90,9,0
Bengaluru,2022-04-07,93,106,96,86,21,3
Bengaluru,2022-04-08,147,292,331,43,23,1
Bengaluru,2022-04-09,104,295,395,30,28,2
Bengaluru,2022-04-10,127,196,245,67,22,1
Bengaluru,2022-04-11,139,196,362,44,44,2
Bengaluru,2022-04-12,92,231,328,21,41,4
Bengaluru,2022-04-13,147,58,197,65,37,0
Bengaluru,2022-04-14,146,162,291,20,43,2
Bengaluru,2022-04-15,133,299,210,58,9,4
Bengaluru,2022-04-16,124,130,137,67,41,1
Bengaluru,2022-04-17,125,245,310,53,31,1
Bengaluru,2022-04-18,149,217,225,28,28,2
Bengaluru,2022-04-19,148,217,210,86,8,3
Bengaluru,2022-04-20,116,149,367,98,6,1
Bengaluru,2022-04-21,120,224,273,87,36,2
Bengaluru,2022-04-22,129,123,281,46,41,4
Bengaluru,2022-04-23,102,228,184,54,13,0
Bengaluru,2022-04-24,149,66,127,93,39,3
Bengaluru,2022-04-25,125,156,171,23,35,4
Bengaluru,2022-04-26,116,72,131,59,35,4
Bengaluru,2022-04-27,117,188,242,59,17,0
Bengaluru,2022-04-28,122,53,382,80,7,0
Bengaluru,2022-04-29,127,152,108,66,25,1
Bengaluru,2022-04-30,149,248,276,60,12,3
Bengaluru,2022-05-01,145,128,123,77,18,0
Bengaluru,2022-05-02,92,129,233,99,32,2
Bengaluru,2022-05-03,149,279,265,78,8,1
Bengaluru,2022-05-04,125,257,272,91,45,3
Bengaluru,2022-05-05,103,286,380,37,42,4
Bengaluru,2022-05-06,142,125,325,62,34,3
Bengaluru,2022-05-07,146,199,242,22,47,3
Bengaluru,2022-05-08,127,165,93,68,32,4
Bengaluru,2022-05-09,111,272,83,76,12,3
Bengaluru,2022-05-10,117,223,107,43,46,3
Bengaluru,2022-05-11,136,181,104,52,28,3
Bengaluru,2022-05-12,110,239,354,63,7,2
Bengaluru,2022-05-13,111,184,349,51,21,2
Bengaluru,2022-05-14,102,164,164,23,13,0
Bengaluru,2022-05-15,145,94,219,41,34,0
Bengaluru,2022-05-16,142,239,381,47,28,2
Bengaluru,2022-05-17,141,171,305,56,42,4
Bengaluru,2022-05-18,141,262,354,96,49,0
Bengaluru,2022-05-19,130,257,352,82,19,1
Bengaluru,2022-05-20,128,147,372,68,39,4
Bengaluru,2022-05-21,110,149,194,67,40,1
Bengaluru,2022-05-22,112,70,162,32,17,2
Bengaluru,2022-05-23,110,292,148,27,12,2
Bengaluru,2022-05-24,104,91,233,49,34,1
Bengaluru,2022-05-25,146,244,218,58,15,4
Bengaluru,2022-05-26,104,283,347,59,22,0
Bengaluru,2022-05-27,116,141,264,29,20,1
Bengaluru,2022-05-28,122,56,375,32,22,1
Bengaluru,2022-05-29,138,209,282,65,46,3
Bengaluru,2022-05-30,96,203,393,46,26,2
Bengaluru,2022-05-31,126,203,152,97,39,4
Bengaluru,2022-06-01,71,186,384,83,30,2
Bengaluru,2022-06-02,129,124,265,99,16,2
Bengaluru,2022-06-03,93,265,145,34,33,3
Bengaluru,2022-06-04,92,272,220,33,34,2
Bengaluru,2022-06-05,107,90,123,62,34,1
Bengaluru,2022-06-06,96,295,193,52,19,4
Bengaluru,2022-06-07,120,226,98,23,31,0
Bengaluru,2022-06-08,87,141,187,68,14,1
Bengaluru,2022-06-09,98,145,89,94,25,4
Bengaluru,2022-06-10,118,220,294,88,8,0
Bengaluru,2022-06-11,92,140,280,47,44,3
Bengaluru,2022-06-12,110,119,385,43,21,1
Bengaluru,2022-06-13,73,181,292,29,15,3
Bengaluru,2022-06-14,95,220,305,56,10,4
Bengaluru,2022-06-15,87,225,326,86,13,0
Bengaluru,2022-06-16,116,55,281,55,44,0
Bengaluru,2022-06-17,111,277,244,47,14,1
Bengaluru,2022-06-18,106,204,311,66,49,1
Bengaluru,2022-06-19,83,270,365,22,36,2
Bengaluru,2022-06-20,114,212,231,36,10,4
Bengaluru,2022-06-21,75,277,151,29,48,4
Bengaluru,2022-06-22,111,223,363,87,40,1
Bengaluru,2022-06-23,80,212,232,81,19,4
Bengaluru,2022-06-24,89,62,109,20,40,4
Bengaluru,2022-06-25,80,278,268,43,23,3
Bengaluru,2022-06-26,86,255,369,55,15,0
Bengaluru,2022-06-27,97,227,330,64,45,2
Bengaluru,2022-06-28,86,194,242,38,47,3
Bengaluru,2022-06-29,78,209,260,28,44,2
Bengaluru,2022-06-30,94,55,397,80,39,0
Bengaluru,2022-07-01,78,144,394,70,49,2
Bengaluru,2022-07-02,122,223,317,85,34,4
Bengaluru,2022-07-03,105,190,159,66,16,2
Bengaluru,2022-07-04,99,136,93,43,24,1
Bengaluru,2022-07-05,109,191,178,40,16,2
Bengaluru,2022-07-06,99,249,279,55,25,1
Bengaluru,2022-07-07,88,73,271,88,7,0
Bengaluru,2022-07-08,125,270,233,37,42,0
Bengaluru,2022-07-09,82,163,173,39,35,3
Bengaluru,2022-07-10,89,133,131,34,16,4
Bengaluru,2022-07-11,128,136,380,62,39,0
Bengaluru,2022-07-12,100,151,362,66,30,3
Bengaluru,2022-07-13,87,229,195,32,8,1
Bengaluru,2022-07-14,124,133,181,79,17,0
Bengaluru,2022-07-15,115,102,245,85,11,4
Bengaluru,2022-07-16,116,79,260,41,15,2
Bengaluru,2022-07-17,74,268,342,45,35,3
Bengaluru,2022-07-18,112,247,134,70,13,1
Bengaluru,2022-07-19,73,105,284,29,7,3
Bengaluru,2022-07-20,71,142,174,83,47,0
Bengaluru,2022-07-21,80,259,172,79,8,0
Bengaluru,2022-07-22,86,267,155,79,30,4
Bengaluru,2022-07-23,117,110,382,28,12,3
Bengaluru,2022-07-24,96,290,300,72,29,1
Bengaluru,2022-07-25,93,127,291,53,8,3
Bengaluru,2022-07-26,101,155,304,94,45,4
Bengaluru,2022-07-27,81,239,311,78,28,3
Bengaluru,2022-07-28,94,202,384,71,10,1
Bengaluru,2022-07-29,85,203,246,86,27,3
Bengaluru,2022-07-30,78,134,263,42,23,3
Bengaluru,2022-07-31,91,181,384,63,21,4
Bengaluru,2022-08-01,128,143,374,91,6,2
Bengaluru,2022-08-02,78,241,178,86,28,2
Bengaluru,2022-08-03,123,247,265,47,17,3
Bengaluru,2022-08-04,73,88,314,21,19,3
Bengaluru,2022-08-05,91,172,372,30,41,4
Bengaluru,2022-08-06,118,89,170,85,28,1
Bengaluru,2022-08-07,91,179,113,23,36,3
Bengaluru,2022-08-08,113,183,124,67,46,2
Bengaluru,2022-08-09,112,149,333,32,5,1
Bengaluru,2022-08-10,70,120,274,53,32,4
Bengaluru,2022-08-11,106,133,260,52,40,2
Bengaluru,2022-08-12,122,290,317,40,16,2
Bengaluru,2022-08-13,124,114,119,42,16,3
Bengaluru,2022-08-14,127,242,378,26,6,3
Bengaluru,2022-08-15,125,111,275,73,20,0
Bengaluru,2022-08-16,121,282,371,22,48,4
Bengaluru,2022-08-17,116,65,225,76,29,4
Bengaluru,2022-08-18,87,259,95,42,9,0
Bengaluru,2022-08-19,119,134,224,58,25,3
Bengaluru,2022-08-20,102,192,257,68,32,4
Bengaluru,2022-08-21,99,217,395,79,18,4
Bengaluru,2022-08-22,125,281,242,38,9,0
Bengaluru,2022-08-23,99,165,341,31,40,2
Bengaluru,2022-08-24,103,126,271,60,24,1
Bengaluru,2022-08-25,120,289,362,46,44,2
Bengaluru,2022-08-26,89,275,255,91,22,3
Bengaluru,2022-08-27,117,267,395,39,39,3
Bengaluru,2022-08-28,74,179,315,86,33,0
Bengaluru,2022-08-29,106,154,219,38,41,2
Bengaluru,2022-08-30,103,246,182,33,44,2
Bengaluru,2022-08-31,107,298,120,93,22,1
Bengaluru,2022-09-01,124,210,119,77,32,1
Bengaluru,2022-09-02,114,162,251,88,22,3
Bengaluru,2022-09-03,92,239,272,46,11,4
Bengaluru,2022-09-04,90,208,292,40,34,1
Bengaluru,2022-09-05,148,263,293,52,33,3
Bengaluru,2022-09-06,93,274,96,75,23,1
Bengaluru,2022-09-07,120,192,255,32,41,2
Bengaluru,2022-09-08,142,245,135,95,36,1
Bengaluru,2022-09-09,116,124,376,89,10,3
Bengaluru,2022-09-10,99,255,358,36,5,2
Bengaluru,2022-09-11,126,256,379,68,36,0
Bengaluru,2022-09-12,118,135,354,27,32,1
Bengaluru,2022-09-13,94,145,272,89,44,3
Bengaluru,2022-09-14,117,77,311,37,20,3
Bengaluru,2022-09-15,125,68,168,45,7,2
Bengaluru,2022-09-16,110,100,348,45,30,0
Bengaluru,2022-09-17,102,200,351,82,22,2
Bengaluru,2022-09-18,106,116,118,22,46,0
Bengaluru,2022-09-19,106,274,374,50,38,1
